timestamp,agent.name,rule.mitre.id,rule.mitre.tactic,rule.description,rule.level,rule.id
"Jan 9, 2026 @ 16:04:55.372",aditys-agent,"[""T1562.001""]","[""Defense Evasion""]",Wazuh agent disconnected.,3,504
"Jan 9, 2026 @ 15:46:16.900",aditys-agent,"[""T1529""]","[""Impact""]",System shutdown initiated.,3,67018
"Jan 9, 2026 @ 12:46:24.382",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:24.379",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:24.251",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:24.220",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:21.903",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:46:21.887",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:21.887",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:21.880",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:19.719",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:19.585",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:19.585",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:19.573",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:17.394",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:46:17.386",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:17.386",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:17.386",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:15.069",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:15.068",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:15.035",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:15.025",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:12.792",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:46:12.780",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:12.772",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:12.762",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:10.539",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:10.523",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:10.523",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:10.509",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:08.338",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:46:08.308",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:08.272",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:08.261",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:06.039",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:06.025",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:06.018",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:06.010",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:03.809",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:46:03.775",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:03.775",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:03.763",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:01.527",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:01.520",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:01.520",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:46:01.502",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:59.379",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:45:59.326",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:59.309",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:59.297",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:57.057",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:57.042",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:57.042",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:57.028",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:54.847",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:45:54.827",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:54.820",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:54.813",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:52.615",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:52.611",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:52.581",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:52.544",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:50.314",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:45:50.297",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:50.297",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:50.285",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:48.083",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:48.067",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:48.067",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:48.053",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:45.868",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:45:45.849",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:45.849",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:45.823",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:43.599",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:43.586",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:43.563",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:43.563",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:41.350",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:45:41.334",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:41.334",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:41.319",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:39.115",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:39.101",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:39.101",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:39.085",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:36.899",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:36.865",aditys-agent,"[""T1110""]","[""Credential Access""]",Multiple Windows Logon Failures,10,60204
"Jan 9, 2026 @ 12:45:36.847",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:36.836",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:34.698",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:34.684",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
"Jan 9, 2026 @ 12:45:34.684",aditys-agent,"[""T1531""]","[""Impact""]",Logon Failure - Unknown user or bad password,5,60122
